Timestamp,Track_Block_ID,Sensor_ID,Voltage_V,Current_A,Temperature_C,Vibration_m_s2,Relay_Status,Timer_TON_ms,Timer_TCH_ms,JK_FlipFlop_Q,Signal_Output_Q0,Override_Flag_ATC,Occupancy_State,Signal_Transition_Delay_ms,Block_Clearance_Time_s,Train_Headway_s,Ambient_Temp_C,Humidity_percent,Dust_Index_ppm,Track_Resistance_Ohm,PLC_CPU_Load_percent,HMI_Alert_Code,Failure_Type,Component_Age_days,Maintenance_Action,RUL_Predicted_days,Edge_Anomaly_Score,Cloud_Health_Index,Predicted_Failure_Prob,Location_ID,Operator_ID
2025-01-01 00:00:10,B8,S10,236.3940560029876,9.330214888593328,51.85271479001059,2.5,0,392.61482432411384,491.0964070930059,0,0,1,OCCUPIED,62.90789066621067,50.02553042814256,94.3469666895935,31.921985605321574,98.0,140.0,14.0,100.0,A5,C3,2311.8095091384494,Check Sensor,197.78009944693687,0.1830142043931663,0.3916258722677835,0.3938639565381433,L10,O9
2025-01-01 00:00:11,B3,S28,214.9589271487878,15.967386397146509,33.78490859951129,2.5,1,100.91660398195158,466.627945496744,0,1,1,CLEAR,18.351372055200223,70.37103918379533,74.86285737182803,20.515167282193737,98.0,140.0,14.0,100.0,A3,C4,600.6600606042715,Check Sensor,354.8017095033854,0.467481711265535,0.2089909263258951,0.1603585296687606,L3,O5
2025-01-01 00:00:12,B2,S10,228.430959482928,2.6020330714169817,30.10205810771291,2.5,1,320.3839743673664,204.51231941847163,1,0,1,CLEAR,70.70449667095241,65.2775383571679,109.41815117498123,38.207729862863275,98.0,140.0,14.0,100.0,A1,C8,2800.0,Lubricate Relay,293.3159374372803,0.5424188224361783,0.0545311233556413,0.6597990205141337,L10,O1
2025-01-01 00:00:13,B12,S8,241.8722998998216,16.045099009181204,37.44475238833349,2.5,1,356.1747387739672,75.60936397882,1,1,0,CLEAR,13.005758437644714,23.368296967725463,104.86450702313054,25.00325875483703,68.5917669971508,37.622203626062884,14.0,41.47075342750401,A5,C8,363.0868627900075,Replace Timer,199.50676163241025,0.8284679028457671,0.9283516212870864,0.0702507587954769,L9,O8
2025-01-01 00:00:14,B6,S1,215.42541301087687,-1.5985107334456912,25.094247297535656,2.5,1,185.2637222153622,305.1341248404366,0,0,1,OCCUPIED,135.4976201793777,174.01877750249227,174.4366139934208,39.73603392893001,98.0,140.0,14.0,100.0,A3,C3,2800.0,Clean Contacts,335.9748139034679,0.5503963883601557,0.8889911337615323,0.9338626078361318,L8,O9
2025-01-01 00:00:15,B2,S13,222.30869860703,15.357280134864023,21.62537515330105,2.5,0,401.2503040635629,314.993901669392,0,0,0,CLEAR,8.312045252139711,77.7508058464835,136.58386075971575,27.692652182894037,98.0,30.830759190856764,14.0,67.22852106127202,A4,C4,650.1279691956239,Replace Timer,210.6948889584648,0.4766939849942672,0.190351455963999,0.0590296377894371,L8,O2
2025-01-01 00:00:16,B1,S24,198.24703700435936,10.659036227760174,25.03339928415948,2.5,1,151.625261869481,454.42649819390056,1,1,1,OCCUPIED,47.20055516260532,126.42957023263898,109.69739377226408,8.393200478393917,97.37175981939026,140.0,14.0,100.0,A3,C3,2387.857811368188,Replace Timer,291.66010096103923,0.7130000474932058,0.491193510986547,0.4115212062390035,L7,O10
2025-01-01 00:00:17,B12,S9,241.1789004919409,-1.7713317364814596,30.48323450297896,2.5,1,261.3404300534119,455.81906622497434,0,1,0,OCCUPIED,54.05948392792371,61.85905739794585,81.07624921314202,25.471911987422697,94.06086195474677,140.0,14.0,96.24757565946163,A4,C8,826.4755060939992,Check Sensor,67.38452555993952,0.6421702083111998,0.977792542146352,0.2867784696553709,L5,O7
2025-01-01 00:00:18,B12,S22,242.59220928020275,6.494453184865105,31.225408258731044,2.5,1,485.6953633705999,418.65706641182163,1,0,1,CLEAR,68.3763754659052,96.95695330228747,212.73050605351838,17.39703505528444,98.0,140.0,14.0,100.0,A2,C3,2298.6706394508337,Check Sensor,70.30336205500078,0.7487782335321823,0.5906995261933742,0.5516988121935894,L10,O10
2025-01-01 00:00:19,B17,S10,215.58539697465312,0.6061367553890453,39.94971279269384,2.5,0,319.9995727785068,294.8995758439141,0,0,1,CLEAR,7.649673594142833,36.86829462567873,229.97205236437205,35.21887375105422,68.75760841332352,0.32311740273348555,14.0,59.71544923886339,A1,C10,1820.8650784230485,Replace Timer,316.6002988946631,0.4751265778447561,0.5407528405394253,0.024903923594915,L9,O3
2025-01-01 00:00:20,B10,S15,211.21270583937263,8.86816406533949,37.216840145257756,2.5,0,282.6193429123525,133.556738358186,1,0,1,OCCUPIED,91.63549552800282,58.96970556685612,216.64019476018237,34.18478680661957,98.0,140.0,14.0,100.0,A4,C3,2441.2464709734136,Replace Timer,84.32062992874515,0.7235038446705793,0.4245084497853568,0.439003057649355,L1,O2
2025-01-01 00:00:21,B16,S5,219.56516047160085,2.823848672529269,43.599189025458166,2.5,1,111.98740236141099,120.01734900728728,1,1,1,OCCUPIED,138.6051160382255,140.61524229238535,237.26498669716767,24.01173380876119,98.0,140.0,14.0,100.0,A4,C6,2800.0,Replace Timer,202.33440682363005,0.9711056564390688,0.126989883904913,0.7537063382308657,L10,O10
2025-01-01 00:00:22,B15,S22,232.67850317913584,2.4915267470859015,23.53608980178639,2.5,0,182.4605501201011,392.7078899286318,1,1,0,OCCUPIED,116.72593381378799,112.59288225517082,232.34939881858685,12.635256123021096,98.0,140.0,14.0,100.0,A4,C3,2800.0,Check Sensor,77.8266317145564,0.1816118266894321,0.1143786571858783,0.8072036268200019,L1,O2
2025-01-01 00:00:23,B15,S16,231.39421118199544,16.38070032148569,53.08302546724135,2.5,0,390.1077067160206,372.3892044456775,1,1,0,CLEAR,168.86778680091447,177.49552018376687,295.57370502477664,13.198757462874076,98.0,140.0,14.0,100.0,A3,C5,2800.0,Replace Timer,221.4798640446789,0.0523070723398307,0.8754814573427455,0.9342640780511764,L8,O2
2025-01-01 00:00:24,B19,S13,250.3286333486169,6.291661298580308,35.76181458037727,2.5,0,263.37541871081754,434.5187587021758,1,0,0,CLEAR,41.48438449954657,82.32266431020663,288.6904649839475,33.987876616199564,87.35318774087578,124.23085631777353,14.0,100.0,A4,C4,2126.792351178242,Check Sensor,166.500774585782,0.5707285303000422,0.2420963160936698,0.1083724601249802,L10,O10
2025-01-01 00:00:25,B12,S22,223.10776211781527,10.390403524403801,26.5050667309575,2.5,1,265.0906510053091,221.6994643277784,1,1,0,CLEAR,111.29679283076136,113.84420837810141,243.9699762520964,22.8230398757871,98.0,140.0,14.0,100.0,A2,C1,2648.3919385198105,Clean Contacts,298.4437280211992,0.1584502444357329,0.2714059269371156,0.5540573225201522,L9,O1
2025-01-01 00:00:26,B20,S25,232.82316589700667,3.21904207492342,33.87226655270788,2.5,0,503.68732480714243,86.14846690363439,0,1,0,CLEAR,70.25592468005715,116.33225369382028,89.37285059243382,23.069815890445913,98.0,140.0,14.0,100.0,A5,C7,2172.941713891121,Clean Contacts,280.92450724456745,0.1650548429544709,0.1361551085767435,0.4013827616297997,L4,O10
2025-01-01 00:00:27,B3,S20,228.3352845563529,15.063385899324985,34.99453626195652,2.5,0,227.5100805108433,275.7617456800393,0,0,1,CLEAR,78.30919747986894,117.02852337961261,224.10477990735816,18.008125630258736,98.0,140.0,14.0,100.0,A5,C6,2639.3769352637646,Replace Timer,86.12105556127828,0.672135593524683,0.3924199483257239,0.6473770056752999,L2,O7
2025-01-01 00:00:28,B5,S18,225.2834982009857,-0.547977953577009,33.476984387775076,2.5,1,360.2002833707367,553.4002019571185,1,1,0,CLEAR,157.65927317317076,141.71362719189355,247.34393687722925,39.083131877,98.0,140.0,14.0,100.0,A5,C1,2800.0,Replace Timer,186.90946068343413,0.421964108724686,0.626595658830129,0.8319031362930226,L2,O2
2025-01-01 00:00:29,B19,S11,229.7185998142709,0.5624039330126656,41.52206942816494,2.5,1,334.98265912638243,424.6318738300586,0,1,0,OCCUPIED,80.89480177316479,130.1222297932559,177.79568519066675,19.17176408175751,98.0,140.0,14.0,100.0,A4,C10,2579.784511627643,Check Sensor,357.94841445937453,0.0325346693862221,0.5405549850204062,0.599496326734253,L6,O9
2025-01-01 00:00:30,B7,S27,241.08009196689844,13.530395151372801,43.329063598939975,2.5,1,291.3338683452163,43.10637637004535,0,0,0,CLEAR,64.32456061728337,60.95811858022539,192.81230733334567,27.367048821834157,98.0,140.0,14.0,64.69547775311636,A2,C4,895.7204224420376,Clean Contacts,190.8427426221529,0.5616241596405149,0.0342745444784243,0.2290185750505997,L9,O8
2025-01-01 00:00:31,B9,S9,247.49482106444933,2.951915539896666,28.26185582926138,2.5,0,291.2013034396763,440.1574941163676,0,1,1,CLEAR,67.1055943046871,52.27645241976257,245.37168115070838,27.721347239717282,98.0,140.0,14.0,99.07210257969541,A3,C9,1386.4788889366596,Lubricate Relay,160.0735300517916,0.2443877993699047,0.4692941701327248,0.3213004631636968,L2,O7
2025-01-01 00:00:32,B7,S16,230.64068913861755,16.59127317449415,47.94533209030927,2.5,1,257.7500219744881,345.2391635667304,1,0,0,OCCUPIED,243.87980608414478,122.47454352416803,126.5932334200777,18.628895247869707,98.0,140.0,14.0,100.0,A1,C7,2800.0,Clean Contacts,16.02423385036032,0.4337835041424054,0.4186174129935546,0.8925640245654543,L9,O5
2025-01-01 00:00:33,B18,S2,218.80316093144177,10.35477584168062,37.6058824239449,2.5,0,507.32828603801346,247.33989269285254,1,1,0,OCCUPIED,98.74710084265331,101.31524673917082,220.2981350540461,21.97883963643188,98.0,140.0,14.0,100.0,A3,C3,2800.0,Replace Timer,211.15430149044133,0.039027674518463,0.2623332143439649,0.6715287077060786,L2,O6
2025-01-01 00:00:34,B4,S26,244.9749376514299,3.865753410242991,24.833588928713553,2.5,0,296.3576494267936,232.73287575410538,0,0,0,OCCUPIED,111.82656340521739,54.0789041100395,280.98209811807675,25.825220787561395,98.0,140.0,14.0,100.0,A4,C7,2800.0,Check Sensor,344.67119314762783,0.0635146235478826,0.6491875790371556,0.5960358120503909,L6,O6
2025-01-01 00:00:35,B14,S25,209.2832326069837,-4.170229381530902,44.27426974728304,2.5,1,291.136652268814,304.0290274261595,0,0,0,CLEAR,49.51473015736447,122.12869030761837,195.40814031181134,20.480644715390614,86.02310411565247,124.85107331160714,14.0,21.549606399642997,A2,C1,439.14097838055136,Check Sensor,330.9971484749629,0.191547951841191,0.9398068976731448,0.1391695930802311,L9,O8
2025-01-01 00:00:36,B18,S2,233.31154846396643,4.682988506915616,39.830530035526124,2.5,1,378.45955056368376,271.1571042758514,1,0,1,OCCUPIED,24.586751763986975,76.02116007039432,65.74792214893372,22.45245772346271,98.0,140.0,14.0,95.82620766837344,A1,C5,1530.7201210002243,Replace Timer,259.3957493554709,0.7182976008726182,0.7004767813338383,0.34133836160642,L10,O3
2025-01-01 00:00:37,B9,S12,224.6884947653893,4.406461473013256,38.0391976821625,2.5,1,97.9896824637634,346.46280226182444,1,0,1,CLEAR,82.87607495016769,34.2959023892426,269.5693116837217,21.893264643719718,98.0,140.0,14.0,100.0,A4,C1,490.6254707109608,Check Sensor,123.90277970398822,0.7899833213391931,0.1797315802508914,0.3230632221732482,L7,O4
2025-01-01 00:00:38,B2,S8,220.1987690094833,15.488539553784907,27.269297498328196,0.05,1,412.68832066915456,327.75236063190385,0,1,0,CLEAR,48.53978697426925,89.53541055008417,273.57771942666926,27.915149224667314,75.23648022230529,60.1053781462432,14.0,38.10597431206872,A2,C4,1874.4461871828269,Lubricate Relay,269.33634024217355,0.3437610104993305,0.6515289588669877,0.0258966388731154,L3,O1
2025-01-01 00:00:39,B20,S9,219.06251499340016,18.227333032377775,49.28737609006933,2.5,1,350.4833233822325,199.26348125458304,0,0,1,OCCUPIED,227.96849715172812,150.74950746106745,315.84628185226194,33.31405376287688,98.0,140.0,14.0,100.0,A3,C2,2800.0,Check Sensor,202.2047758646248,0.1255823851125306,0.1513077014837173,0.929397133935986,L7,O8
2025-01-01 00:00:40,B15,S12,234.1224800353125,0.2788266435080322,42.42416566568312,2.5,1,333.00077626992373,187.6651938639984,0,0,1,CLEAR,45.563552525823724,56.160958001504085,171.35706397507997,21.760361179668056,98.0,140.0,14.0,100.0,A2,C10,2264.568910220353,Lubricate Relay,202.22832473406007,0.9364056309684096,0.5465451459678469,0.3316289524255509,L8,O9
2025-01-01 00:00:41,B7,S26,172.0533788613809,11.654604784540652,45.173176900872946,0.05,0,410.66179997116495,408.8731901813453,0,0,0,OCCUPIED,43.644901162403514,48.1669726515198,190.65472224142613,21.68112687255065,98.0,51.451548372015324,14.0,52.330527895768896,A2,C2,45.23430108103615,Replace Timer,299.0527149890869,0.7871879879352591,0.9615842358678208,0.1026829269150242,L1,O10
2025-01-01 00:00:42,B12,S9,235.68591511884765,9.24888475351522,30.88637580682426,2.5,1,428.55131074953607,376.2494460985025,0,1,1,CLEAR,59.89263542466406,94.36078475920226,217.8667544670276,25.76094224394567,90.85820757757803,140.0,14.0,100.0,A3,C6,2800.0,Replace Timer,86.52922116359721,0.1648974669604639,0.971507750748082,0.4939695491336737,L9,O9
2025-01-01 00:00:43,B8,S10,217.63162072021075,11.644114422383568,38.671178927786286,2.5,0,229.89207753690997,265.007880905565,0,0,1,OCCUPIED,84.6706356676763,94.83562408122876,267.7219340298873,43.10383126273764,98.0,140.0,14.0,100.0,A5,C8,2800.0,Lubricate Relay,211.88692369985688,0.2269410993279166,0.8831807422747593,0.4487001677171789,L10,O7
2025-01-01 00:00:44,B15,S25,237.96458641759503,10.24760223500323,41.05006736770179,2.5,0,469.00588309344056,174.7302994619106,0,0,1,CLEAR,156.3640172175494,150.78211424708235,286.59130481518423,27.143049005432477,98.0,140.0,14.0,100.0,A1,C9,2800.0,Replace Timer,219.6638120202656,0.0364716364325345,0.367282072934787,0.8500476081108529,L3,O3
2025-01-01 00:00:45,B3,S2,231.7712273631057,-7.725274681125931,29.694272510551773,2.5,0,243.33000975963498,112.8087646542181,0,1,1,CLEAR,157.09365583284057,144.91553812806976,154.1928629906432,27.66593850049926,98.0,140.0,14.0,100.0,A3,C6,2800.0,Clean Contacts,337.8545179715041,0.900882136730212,0.7049961914866835,0.7998193767910862,L6,O2
2025-01-01 00:00:46,B14,S16,254.26989355263296,4.2347969083568975,25.86427537484873,2.5,0,395.0531351178861,278.1324635668717,0,1,1,OCCUPIED,182.25919855919122,140.17838558651397,311.24685098384936,36.738642693080116,98.0,140.0,14.0,100.0,A1,C3,2711.2935925546985,Lubricate Relay,8.811367075670256,0.933284729883666,0.1697835611579584,0.7816331907199225,L3,O8
2025-01-01 00:00:47,B17,S20,235.7886410504609,-5.213197044283387,35.66940818819494,2.5,0,163.09394634857387,182.61116072560546,1,0,1,OCCUPIED,178.25934012985417,91.90708955211534,344.50157780014166,41.14885383898382,98.0,140.0,14.0,100.0,A4,C3,2800.0,Lubricate Relay,174.77372762154545,0.0828906007156674,0.9302304978408406,0.9322820690528713,L9,O2
2025-01-01 00:00:48,B4,S7,208.1540738329038,3.0755850944337224,33.527414435539775,2.5,0,90.2437673041624,284.4767769842597,1,1,1,CLEAR,32.36530249973942,49.57686021877039,155.85687585278964,30.906188926614423,98.0,140.0,14.0,100.0,A4,C3,1435.703421444821,Replace Timer,96.070102959113,0.1468968332775001,0.4551273400041354,0.3745486206722823,L6,O9
2025-01-01 00:00:49,B18,S28,201.4724289284952,11.02611223999283,33.53589869849023,2.5,1,110.67485202686157,456.54695004389964,1,0,1,CLEAR,85.17061469171843,145.76825740525314,137.92522437128528,34.21442192954445,98.0,140.0,14.0,100.0,A5,C3,2800.0,Lubricate Relay,305.4643519730581,0.2053078750991375,0.5686908000406612,0.589480880101813,L4,O1
2025-01-01 00:00:50,B8,S2,219.72190167023444,6.469367884155987,28.134148978394087,2.5,0,200.03211017404436,222.35437350404408,0,0,0,CLEAR,117.26900078893942,86.13341862441645,238.18873204922826,32.34367707628957,97.62439621005525,140.0,14.0,100.0,A5,C9,2800.0,Clean Contacts,110.22976012633524,0.1809183714395706,0.3849035754980543,0.6695478119287052,L1,O8
2025-01-01 00:00:51,B4,S1,194.9995615223457,11.363079520968581,45.49675159032321,2.5,0,85.87706626557365,455.94925907931986,0,1,1,OCCUPIED,62.8749579038784,71.6625672075174,151.56125649335402,27.938664157669617,98.0,140.0,14.0,100.0,A3,C4,1989.6181786518723,Clean Contacts,102.13491018023238,0.9405695731394176,0.4145559003742953,0.4721772727863252,L8,O8
2025-01-01 00:00:52,B2,S19,224.5654644414236,5.856093235412578,34.09130537572695,2.5,0,322.0464596154721,372.37023197539736,1,0,1,OCCUPIED,49.44490046929173,114.40702431224952,257.4645545230487,25.55440477068775,93.70327799205315,140.0,14.0,69.99839136283532,A3,C7,1045.2388462561237,Lubricate Relay,246.8166093532304,0.2613201482426105,0.3745457738776617,0.2438621444735152,L7,O5
2025-01-01 00:00:53,B6,S28,226.83578733788505,-4.86595399082587,35.93650707247767,2.5,1,245.5689061892513,185.46363847602746,0,1,1,OCCUPIED,130.97049537439815,140.88488221079655,206.3825198920774,33.09394225819176,98.0,140.0,14.0,100.0,A1,C2,2800.0,Replace Timer,103.45245178294012,0.3748589882197866,0.4760485927843375,0.8990157453430426,L3,O9
2025-01-01 00:00:54,B10,S4,215.65545483670897,-12.871229707482236,38.36304633553435,2.5,0,472.27837069222653,415.26762059178594,0,0,0,OCCUPIED,220.38938620420552,120.51019321190435,167.3981266126039,38.61295785683417,98.0,140.0,14.0,100.0,A3,C7,2800.0,Check Sensor,146.99627546989004,0.0687036875451421,0.8594324692589692,0.900725712093572,L9,O1
2025-01-01 00:00:55,B4,S24,219.67856206931395,6.849115207449437,38.45164832589779,2.5,0,138.5318855685692,177.14807182427836,1,0,0,CLEAR,104.64366389536252,75.54307673569743,314.3627637481225,28.239873050347658,98.0,140.0,14.0,100.0,A5,C7,2800.0,Check Sensor,11.954834934377702,0.628451833426803,0.8449980521939012,0.767722666862656,L1,O2
2025-01-01 00:00:56,B18,S22,230.6261499510165,4.402991699077227,54.86523712340995,2.5,1,168.703330922331,332.8723082421449,1,1,1,CLEAR,65.55101822417718,44.28512298152435,203.306311161812,14.166384335849243,98.0,140.0,14.0,99.0585563597948,A5,C4,1494.685649166926,Clean Contacts,130.1067945713461,0.2660065452601432,0.3373034137258464,0.3461165086720364,L7,O4
2025-01-01 00:00:57,B12,S27,213.9417318393896,-3.5497966797804783,20.125191631732736,0.05,1,248.41649797836325,107.70950005497662,1,0,0,CLEAR,37.82781175631752,98.72333692878082,89.47492652779465,28.087522976368387,88.61468315797725,7.550386695374526,1.2656871016916054,48.6280903311024,A5,C4,1550.093924530513,Check Sensor,256.6819124778059,0.2452013836612248,0.1140154136934797,0.0028467927920126,L10,O6
2025-01-01 00:00:58,B2,S2,193.99617461598243,-6.253247113282385,33.90083277876424,2.5,1,248.70980790631455,265.15526547286777,0,1,0,CLEAR,72.4200996493406,70.38962461005283,264.6815989085809,33.28698405795424,98.0,140.0,14.0,100.0,A1,C5,2800.0,Lubricate Relay,201.6021176193048,0.9771236655614262,0.4496766539001194,0.4911988256241751,L10,O1
2025-01-01 00:00:59,B10,S25,212.23461145775067,0.5511671636057893,52.14032338424979,2.5,0,100.96196746277236,328.9258875648298,1,0,1,OCCUPIED,117.71417670698101,110.5018568498778,268.8984200109768,25.767990312178718,94.67113823588986,140.0,14.0,100.0,A3,C1,1526.714910527443,Clean Contacts,51.87236628106661,0.0385794909399572,0.0054139932090788,0.524593304936191,L6,O5
2025-01-01 00:01:00,B4,S14,247.8016257818936,5.327523838771131,42.16921183602165,2.5,1,531.437545510452,94.2054138309359,1,0,0,OCCUPIED,95.56040703552513,124.66945274885677,128.58039785695962,18.83379580488847,98.0,140.0,14.0,100.0,A3,C6,2301.2127693271746,Replace Timer,299.3969068775474,0.1871047261793401,0.7480713908994149,0.487953504073731,L8,O5
2025-01-01 00:01:01,B14,S2,231.76863112204555,11.738147860641481,29.394946140453147,2.5,1,174.25328500894634,121.92971351858763,0,1,0,OCCUPIED,69.40879179329129,102.0618919629225,304.57329393488516,17.42035412021263,87.10614890251767,125.49219169975265,14.0,76.02145968825269,A1,C7,998.3272524967045,Clean Contacts,122.23974568195472,0.5131947415609749,0.002655451441384,0.096491175028232,L9,O3
2025-01-01 00:01:02,B16,S29,183.0580753804712,5.000991681517639,40.22542748269996,2.5,1,414.7822224420579,225.45789556791004,1,0,0,OCCUPIED,168.1776307927959,155.69392959441,200.13193080946343,20.90890482565298,98.0,140.0,14.0,100.0,A1,C4,2800.0,Clean Contacts,320.46923430388307,0.5622602609040156,0.2063409953597389,0.7878889733814052,L9,O6
2025-01-01 00:01:03,B15,S15,218.8668313306727,15.34779673392532,29.17031353895093,2.5,0,190.78369347456658,284.64601091122563,0,1,0,CLEAR,113.99270442907257,104.38767214662562,307.14929418736375,17.740424548719517,98.0,140.0,14.0,100.0,A2,C8,2800.0,Check Sensor,307.415103332723,0.7130508890881275,0.1503450731028659,0.5321384705480113,L4,O10
2025-01-01 00:01:04,B8,S12,255.7215825885452,-2.2773184432838462,28.153232118681277,2.5,1,422.0229743145425,426.84674277780607,0,1,0,CLEAR,60.25321793656699,62.034164574561935,128.83501498875103,16.99468398671,91.61054858528121,140.0,14.0,97.8575860601596,A1,C7,291.2950755941261,Clean Contacts,53.362598201005525,0.2091121521088679,0.8733699041530131,0.2217956369253173,L3,O2
2025-01-01 00:01:05,B14,S5,229.7889833694628,13.75106792786455,35.30114612676243,2.5,0,274.20155835302126,206.51944873422804,0,1,0,OCCUPIED,183.21802091994152,178.83347439829626,279.46781846382885,36.44365947239864,98.0,140.0,14.0,100.0,A3,C10,2800.0,Lubricate Relay,331.99734303691605,0.3940527941092874,0.999512420384491,0.9565002703835228,L4,O1
2025-01-01 00:01:06,B8,S28,230.1731913331916,4.584346406533769,26.730664874525186,2.5,0,487.6362552788978,225.63974276343035,0,1,0,CLEAR,55.80350978629026,71.62973879952543,190.35676445228262,22.61350243513535,98.0,140.0,14.0,100.0,A3,C1,2195.4776463599264,Check Sensor,27.862360474623173,0.2871810864398986,0.1462366331305636,0.3020780206881899,L6,O1
2025-01-01 00:01:07,B16,S20,248.4681259041891,9.070591964745372,36.11341573912529,2.5,1,217.1932447108577,276.5398772456399,0,1,1,CLEAR,69.77181584736492,147.29787022142128,280.3248963739187,26.181760340934165,98.0,140.0,14.0,100.0,A5,C9,2054.0816385034236,Clean Contacts,151.1617480824422,0.8344948265138397,0.5686501775922733,0.3819218006976556,L5,O8
2025-01-01 00:01:08,B13,S29,229.56488741507368,2.5661945311467775,33.312353035464255,2.5,0,76.0765560599117,178.10828432079091,1,1,0,CLEAR,102.4706434432229,46.41713241175998,171.74707572702783,12.731384712245378,98.0,140.0,14.0,100.0,A5,C9,2639.200616209799,Replace Timer,61.48506522161164,0.3598034365670713,0.8260468077536333,0.4014060492387312,L8,O9
2025-01-01 00:01:09,B18,S7,216.73368934644336,11.816764959382837,34.23415892950399,2.5,0,284.7567877522921,376.044926372666,1,1,0,OCCUPIED,80.67397721946392,20.857631275592546,113.48678405750212,34.0250478440576,98.0,140.0,14.0,100.0,A2,C1,1793.4969345613863,Replace Timer,43.13858520618882,0.2611211716120332,0.3523862017484311,0.4014242431842616,L5,O1
